arg_struc_cxn	roleset
arg0(np)-v(v)-arg1(np)-arg2(pp)	collect.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	refinance.02
arg0(np)-v(v)-arg2(np)-arg1(np)	lend.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	convert.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg2(v)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	raise.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	label.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	defer.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	waive.01
arg0(np)-v(v)-arg1(np)-arg2(vp)	order.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	move.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	staff.01
arg0(np)-arg2(pp)-v(v)-arg1(np)	begin.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	retrofit.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	estimate.01
arg0(np)-v(v)-arg2(rp)-arg1(np)	factor.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	list.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	dignify.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	inspect.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	spare.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	install.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	dispatch.01
arg0(np)-v(v)-arg1(np)-arg2(adjp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	persuade.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	pass.05
v(v)-arg1(np)-arg2(pp)-arg0(np)	receive.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	limit.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	order.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	push.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	remove.01
arg0(np)-v(v)-arg1(np)-arg2(in)	stick.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	play.11
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	approach.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	console.01
arg0(np)-v(v)-arg2(rb)-arg1(np)	put.03
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01
arg0(np)-v(v)-arg2(np)-arg1(np)	tell.01
arg0(np)-v(v)-arg2(np)-arg1(np)	fine.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	succeed.02
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(np)	place.01
arg0(np)-v(v)-arg1(np)-arg2(advp)	create.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	award.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	award.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	ship.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	ship.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	export.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	designate.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	blame.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	accept.01
arg0(np)-v(v)-arg2(np)-arg1(np)	do.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	steer.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg2(np)-arg1(np)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	turn.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	reclaim.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	divide.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	value.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	reckon.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	consult.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	invest.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	lease.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	reassign.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	reroute.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	execute.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	execute.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01
arg0(c("np", "np"))-v(v)-arg1(np)-arg2(pp)	restore.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	convert.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	tout.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	transfer.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	transfer.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	cross.04
arg0(np)-v(v)-arg1(np)-arg2(pp)	shave.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	want.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	remove.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	claim.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	attribute.01
arg0(np)-v(v)-arg1(np)-arg2(c("sbar", "s", "vp"))	hire.01
arg0(np)-v(v)-arg1(np)-arg2(c("sbar", "s", "vp"))	charter.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	introduce.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	exonerate.01
arg0(np)-v(v)-arg1(np)-arg2(sbar)	convince.01
arg2(np)-arg0(np)-v(v)-arg1(np)	put.01
arg0(np)-v(v)-arg1(np)-arg2(rb)	set.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	coax.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	shift.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	bar.01
arg0(np)-v(v)-arg2(pp)-arg1(np)	exclude.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	reduce.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01
arg0(np)-v(v)-arg2(pp)-arg1(np)	exclude.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	urge.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	turn.02
arg0(c("np", "np"))-v(v)-arg1(np)-arg2(pp)	owe.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	estimate.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	estimate.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01
arg1(np)-arg0(np)-v(v)-arg2(pp)	receive.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.03
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01
arg0(np)-v(v)-arg1(np)-arg2(rb)	reduce.01
arg0(np)-v(v)-arg1(np)-arg2(np)	raise.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	make.01
arg0(np)-v(v)-arg1(np)-arg2(vp)	send.02
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	top.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	replace.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	share.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	invite.01
arg0(np)-v(v)-arg2(np)-arg1(np)	send.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	do.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	leave.12
arg0(np)-v(v)-arg1(np)-arg2(pp)	project.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	purchase.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	accuse.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	charge.05
arg0(np)-v(v)-arg1(np)-arg2(pp)	charge.05
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.05
arg0(np)-v(v)-arg1(np)-arg2(pp)	attribute.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	convert.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	require.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	buy.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	order.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	direct.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	dispatch.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	push.02
arg0(np)-v(v)-arg1(np)-arg2(sbar)	alert.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	consolidate.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04
arg0(np)-v(v)-arg1(np)-arg2(pp)	congratulate.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	name.01
arg1(np)-arg0(np)-v(v)-arg2(pp)	gain.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	remove.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	cite.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	order.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01
arg0(np)-v(v)-arg1(np)-arg2(vp)	spend.02
arg1(np)-arg0(np)-v(v)-arg2(np)	ask.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	extract.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	attribute.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	tie.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	prevent.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	wrap.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	accuse.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	urge.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	do.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	clutter.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	accuse.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg2(rb)-arg1(np)	roll.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	whip.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	engage.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	read.01
arg1(np)-arg0(np)-v(v)-arg2(pp)	send.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	apply.02
arg0(np)-v(v)-arg2(np)-arg1(np)	guarantee.01
arg0(np)-v(v)-arg1(np)-arg2(advp)	keep.04
arg0(np)-v(v)-arg1(np)-arg2(pp)	handle.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	estimate.01
arg0(np)-v(v)-arg2(rp)-arg1(np)	throw.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(advp)	snatch.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	turn.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	convert.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	inject.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	prevent.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(rbr)	push.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	switch.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	cut.02
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	deserve.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	ship.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	render.03
arg0(np)-v(v)-arg1(np)-arg2(pp)	set.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	transfer.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	transform.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	americanize.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	open.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	leave.12
arg0(np)-v(v)-arg1(np)-arg2(vp)	see.01
arg0(np)-v(v)-arg2(rb)-arg1(np)	put.03
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	compare.01
arg1(np)-arg0(np)-v(v)-arg2(pp)	pay.01
arg0(np)-v(v)-arg1(np)-arg2(sbar)	advise.01
arg0(np)-v(v)-arg1(np)-arg2(sbar)	inform.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	deal.02
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	persuade.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	append.01
arg0(np)-v(v)-arg2(rp)-arg1(np)	throw.01
arg0(np)-v(v)-arg1(np)-arg2(sbar)	advise.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	accuse.01
arg0(np)-v(v)-arg1(np)-arg2(sbar)	advise.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	knock.04
arg0(np)-v(v)-arg2(rp)-arg1(np)	push.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	obtain.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	compare.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	install.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	discourage.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	advise.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	advise.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	persuade.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	name.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	elect.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	file.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	reduce.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	drop.05
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	read.01
arg0(np)-v(v)-arg1(np)-arg2(vp)	lead.03
arg0(np)-v(v)-arg1(np)-arg2(advp)	get.01
arg1(np)-arg0(np)-v(v)-arg2(pp)	get.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	lower.05
arg0(np)-v(v)-arg1(np)-arg2(pp)	outfit.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	advise.01
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01
arg0(np)-v(v)-arg2(pp)-arg1(np)	succeed.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	convert.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	attribute.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.03
arg0(np)-v(v)-arg1(np)-arg2(vp)	prompt.02
v(v)-arg1(np)-arg2(pp)-arg0(np)	characterize.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	hide.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	distinguish.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	handle.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	describe.01
arg0(np)-v(v)-arg2(np)-arg1(np)	provide.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	elect.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	buy.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04
arg0(np)-v(v)-arg1(np)-arg2(pp)	leave.15
arg0(np)-v(v)-arg1(np)-arg2(pp)	hit.01
arg0(np)-v(v)-arg2(rp)-arg1(np)	heave.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	share.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	think.01
arg0(np)-v(v)-arg2(pp)-arg1(np)	provide.01
arg0(np)-v(v)-arg2(np)-arg1(np)	send.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	lose.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	fund.01
arg0(np)-v(v)-arg2(np)-arg1(np)	provide.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	leave.15
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	supply.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	deliver.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	succeed.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	forgive.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	scour.02
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02
arg0(np)-v(v)-arg2(pp)-arg1(np)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	create.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	remove.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	abandon.02
arg0(np)-v(v)-arg2(np)-arg1(np)	send.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	leave.12
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	splash.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	order.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	interpret.01
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	scold.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	buy.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	catch.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	cut.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	indict.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	arrest.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	charge.05
arg0(np)-v(v)-arg2(np)-arg1(np)	grant.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	notify.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	involve.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	contribute.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	finger.03
arg0(np)-v(v)-arg1(np)-arg2(pp)	convey.01
arg0(np)-arg1(np)-v(v)-arg2(pp)	indict.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	do.02
arg1(np)-arg0(np)-v(v)-arg2(pp)	see.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	attribute.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	elect.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	represent.01
arg0(np)-arg2(rb)-v(v)-arg1(np)	increase.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	rationalize.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	educate.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	buy.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	ship.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	advise.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	split.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	replace.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	replace.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	reduce.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	include.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	criticize.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	compare.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	phone.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	make.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	discuss.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	miss.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	miss.02
arg0(np)-v(v)-arg2(rb)-arg1(np)	drag.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	deduct.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	tell.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	deposit.01
arg0(np)-v(v)-arg1(np)-arg2(sbar)	satisfy.02
arg0(np)-v(v)-arg1(np)-arg2(advp)	make.01
arg0(np)-v(v)-arg2(pp)-arg1(np)	exempt.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	limit.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	consign.01
arg0(np)-v(v)-arg2(rb)-arg1(np)	beat.02
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	prompt.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	lump.01
v(v)-arg1(np)-arg2(pp)-arg0(np)	keep.04
arg0(np)-v(v)-arg2(rb)-arg1(np)	drive.02
arg0(np)-v(v)-arg1(c("np", "qp"))-arg2(pp)	add.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	set.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(jj)	call.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	make.01
arg0(np)-v(v)-arg1(np)-arg2(advp)	propel.01
arg1(np)-arg0(np)-v(v)-arg2(pp)	feel.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	inject.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	prompt.02
arg1(np)-arg0(np)-v(v)-arg2(np)	owe.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	yield.03
arg0(np)-v(v)-arg1(np)-arg2(pp)	cast.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	commit.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	earmark.01
arg0(np)-v(v)-arg1(np)-arg2(advp)	take.01
arg0(np)-v(v)-arg2(pp)-arg1(np)	buy.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	place.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	describe.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	delete.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01
arg0(np)-v(v)-arg1(np)-arg2(vp)	urge.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	push.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	discourage.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01
arg0(np)-v(v)-arg2(np)-arg1(np)	pay.01
arg0(np)-arg2(rb)-v(v)-arg1(np)	reduce.01
arg0(np)-v(v)-arg2(rb)-arg1(np)	leave.12
arg0(np)-v(v)-arg1(np)-arg2(pp)	portray.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	surrender.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01
arg0(np)-v(v)-arg1(np)-arg2(vp)	force.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	abandon.03
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	persuade.01
arg1(np)-arg0(np)-v(v)-arg2(pp)	cut.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	urge.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	begin.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	persuade.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	do.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	assimilate.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	spend.02
