arg_struc_cxn	roleset	lemma
arg0(c("np", "np"))-v(v)-arg1(np)-arg2(pp)	restore.01	restore
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	convert.01	convert
arg0(np)-v(v)-arg1(np)-arg2(pp)	tout.01	tout
arg0(np)-v(v)-arg1(np)-arg2(pp)	transfer.01	transfer
arg0(np)-v(v)-arg1(np)-arg2(pp)	transfer.01	transfer
arg0(np)-v(v)-arg1(np)-arg2(pp)	cross.04	cross
arg0(np)-v(v)-arg1(np)-arg2(pp)	shave.01	shave
arg0(np)-v(v)-arg1(np)-arg2(pp)	want.01	want
arg0(np)-v(v)-arg1(np)-arg2(pp)	remove.01	remove
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	claim.01	claim
arg0(np)-v(v)-arg1(np)-arg2(pp)	attribute.01	attribute
arg0(np)-v(v)-arg1(np)-arg2(c("sbar", "s", "vp"))	hire.01	hire
arg0(np)-v(v)-arg1(np)-arg2(c("sbar", "s", "vp"))	charter.01	charter
arg0(np)-v(v)-arg1(np)-arg2(pp)	introduce.02	introduce
arg0(np)-v(v)-arg1(np)-arg2(pp)	exonerate.01	exonerate
arg0(np)-v(v)-arg1(np)-arg2(sbar)	convince.01	convince
arg2(np)-arg0(np)-v(v)-arg1(np)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(rb)	set.01	set
arg0(np)-v(v)-arg1(np)-arg2(pp)	coax.01	coax
arg0(np)-v(v)-arg1(np)-arg2(pp)	shift.01	shift
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	bar.01	bar
arg0(np)-v(v)-arg2(pp)-arg1(np)	exclude.01	exclude
arg0(np)-v(v)-arg1(np)-arg2(pp)	reduce.01	reduce
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01	provide
arg0(np)-v(v)-arg2(pp)-arg1(np)	exclude.01	exclude
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	urge.01	urge
arg0(np)-v(v)-arg1(np)-arg2(pp)	turn.02	turn
arg0(c("np", "np"))-v(v)-arg1(np)-arg2(pp)	owe.01	owe
arg0(np)-v(v)-arg1(np)-arg2(pp)	estimate.01	estimate
arg0(np)-v(v)-arg1(np)-arg2(pp)	estimate.01	estimate
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01	send
arg1(np)-arg0(np)-v(v)-arg2(pp)	receive.01	receive
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.03	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(rb)	reduce.01	reduce
arg0(np)-v(v)-arg1(np)-arg2(np)	raise.01	raise
arg0(np)-v(v)-arg1(np)-arg2(pp)	make.01	make
arg0(np)-v(v)-arg1(np)-arg2(vp)	send.02	send
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	top.01	top
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	replace.01	replace
arg0(np)-v(v)-arg1(np)-arg2(pp)	share.01	share
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	invite.01	invite
arg0(np)-v(v)-arg2(np)-arg1(np)	send.01	send
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay.01	pay
arg0(np)-v(v)-arg1(np)-arg2(pp)	do.02	do
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	leave.12	leave
arg0(np)-v(v)-arg1(np)-arg2(pp)	project.02	project
arg0(np)-v(v)-arg1(np)-arg2(pp)	purchase.01	purchase
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	accuse.01	accuse
arg0(np)-v(v)-arg1(np)-arg2(pp)	charge.05	charge
arg0(np)-v(v)-arg1(np)-arg2(pp)	charge.05	charge
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.05	get
arg0(np)-v(v)-arg1(np)-arg2(pp)	attribute.01	attribute
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01	get
arg0(np)-v(v)-arg1(np)-arg2(pp)	convert.01	convert
arg0(np)-v(v)-arg1(np)-arg2(pp)	require.01	require
arg0(np)-v(v)-arg1(np)-arg2(pp)	buy.01	buy
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	order.01	order
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01	provide
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	direct.01	direct
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	dispatch.01	dispatch
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	push.02	push
arg0(np)-v(v)-arg1(np)-arg2(sbar)	alert.01	alert
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01	send
arg0(np)-v(v)-arg1(np)-arg2(pp)	consolidate.01	consolidate
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04	keep
arg0(np)-v(v)-arg1(np)-arg2(pp)	congratulate.01	congratulate
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	name.01	name
arg1(np)-arg0(np)-v(v)-arg2(pp)	gain.02	gain
arg0(np)-v(v)-arg1(np)-arg2(pp)	remove.01	remove
arg0(np)-v(v)-arg1(np)-arg2(pp)	cite.01	cite
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	order.01	order
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01	receive
arg0(np)-v(v)-arg1(np)-arg2(vp)	spend.02	spend
arg1(np)-arg0(np)-v(v)-arg2(np)	ask.01	ask
arg0(np)-v(v)-arg1(np)-arg2(pp)	extract.01	extract
arg0(np)-v(v)-arg1(np)-arg2(pp)	attribute.01	attribute
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	tie.01	tie
arg0(np)-v(v)-arg1(np)-arg2(pp)	prevent.01	prevent
arg0(np)-v(v)-arg1(np)-arg2(pp)	wrap.01	wrap
arg0(np)-v(v)-arg1(np)-arg2(pp)	accuse.01	accuse
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01	get
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01	receive
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	urge.01	urge
arg0(np)-v(v)-arg1(np)-arg2(pp)	do.02	do
arg0(np)-v(v)-arg1(np)-arg2(pp)	clutter.01	clutter
arg0(np)-v(v)-arg1(np)-arg2(pp)	accuse.01	accuse
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(rb)-arg1(np)	roll.01	roll
arg0(np)-v(v)-arg1(np)-arg2(pp)	whip.01	whip
arg0(np)-v(v)-arg1(np)-arg2(pp)	engage.01	engage
arg0(np)-v(v)-arg1(np)-arg2(pp)	read.01	read
arg1(np)-arg0(np)-v(v)-arg2(pp)	send.01	send
arg0(np)-v(v)-arg1(np)-arg2(pp)	apply.02	apply
arg0(np)-v(v)-arg2(np)-arg1(np)	guarantee.01	guarantee
arg0(np)-v(v)-arg1(np)-arg2(advp)	keep.04	keep
arg0(np)-v(v)-arg1(np)-arg2(pp)	handle.01	handle
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	estimate.01	estimate
arg0(np)-v(v)-arg2(rp)-arg1(np)	throw.01	throw
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(advp)	snatch.01	snatch
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01	get
arg0(np)-v(v)-arg1(np)-arg2(pp)	turn.02	turn
arg0(np)-v(v)-arg1(np)-arg2(pp)	convert.01	convert
arg0(np)-v(v)-arg1(np)-arg2(pp)	inject.01	inject
arg0(np)-v(v)-arg1(np)-arg2(pp)	prevent.01	prevent
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04	keep
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(rbr)	push.01	push
arg0(np)-v(v)-arg1(np)-arg2(pp)	switch.01	switch
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	cut.02	cut
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	deserve.01	deserve
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	ship.01	ship
arg0(np)-v(v)-arg1(np)-arg2(pp)	render.03	render
arg0(np)-v(v)-arg1(np)-arg2(pp)	set.01	set
arg0(np)-v(v)-arg1(np)-arg2(pp)	transfer.01	transfer
arg0(np)-v(v)-arg1(np)-arg2(pp)	transform.01	transform
arg0(np)-v(v)-arg1(np)-arg2(pp)	americanize.01	americanize
arg0(np)-v(v)-arg1(np)-arg2(pp)	open.01	open
arg0(np)-v(v)-arg1(np)-arg2(pp)	leave.12	leave
arg0(np)-v(v)-arg1(np)-arg2(vp)	see.01	see
arg0(np)-v(v)-arg2(rb)-arg1(np)	put.03	put
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	compare.01	compare
arg1(np)-arg0(np)-v(v)-arg2(pp)	pay.01	pay
arg0(np)-v(v)-arg1(np)-arg2(sbar)	advise.01	advise
arg0(np)-v(v)-arg1(np)-arg2(sbar)	inform.01	inform
arg0(np)-v(v)-arg1(np)-arg2(pp)	deal.02	deal
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	persuade.01	persuade
arg0(np)-v(v)-arg1(np)-arg2(pp)	append.01	append
arg0(np)-v(v)-arg2(rp)-arg1(np)	throw.01	throw
arg0(np)-v(v)-arg1(np)-arg2(sbar)	advise.01	advise
arg0(np)-v(v)-arg1(np)-arg2(pp)	accuse.01	accuse
arg0(np)-v(v)-arg1(np)-arg2(sbar)	advise.01	advise
arg0(np)-v(v)-arg1(np)-arg2(pp)	knock.04	knock
arg0(np)-v(v)-arg2(rp)-arg1(np)	push.01	push
arg0(np)-v(v)-arg1(np)-arg2(pp)	obtain.01	obtain
arg0(np)-v(v)-arg1(np)-arg2(pp)	compare.01	compare
arg0(np)-v(v)-arg1(np)-arg2(pp)	install.01	instal
arg0(np)-v(v)-arg1(np)-arg2(pp)	discourage.01	discourage
arg0(np)-v(v)-arg1(np)-arg2(pp)	advise.01	advise
arg0(np)-v(v)-arg1(np)-arg2(pp)	advise.01	advise
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	persuade.01	persuade
arg0(np)-v(v)-arg1(np)-arg2(pp)	name.01	name
arg0(np)-v(v)-arg1(np)-arg2(pp)	elect.01	elect
arg0(np)-v(v)-arg1(np)-arg2(pp)	file.01	file
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay.01	pay
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	reduce.01	reduce
arg0(np)-v(v)-arg1(np)-arg2(pp)	drop.05	drop
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04	keep
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01	send
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	read.01	read
arg0(np)-v(v)-arg1(np)-arg2(vp)	lead.03	lead
arg0(np)-v(v)-arg1(np)-arg2(advp)	get.01	get
arg1(np)-arg0(np)-v(v)-arg2(pp)	get.01	get
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	lower.05	lower
arg0(np)-v(v)-arg1(np)-arg2(pp)	outfit.01	outfit
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	advise.01	advise
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg2(pp)-arg1(np)	succeed.02	succeed
arg0(np)-v(v)-arg1(np)-arg2(pp)	convert.01	convert
arg0(np)-v(v)-arg1(np)-arg2(pp)	attribute.01	attribute
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.03	put
arg0(np)-v(v)-arg1(np)-arg2(vp)	prompt.02	prompt
v(v)-arg1(np)-arg2(pp)-arg0(np)	characterize.01	characterize
arg0(np)-v(v)-arg1(np)-arg2(pp)	hide.01	hide
arg0(np)-v(v)-arg1(np)-arg2(pp)	distinguish.01	distinguish
arg0(np)-v(v)-arg1(np)-arg2(pp)	handle.01	handle
arg0(np)-v(v)-arg1(np)-arg2(pp)	describe.01	describe
arg0(np)-v(v)-arg2(np)-arg1(np)	provide.01	provide
arg0(np)-v(v)-arg1(np)-arg2(pp)	elect.01	elect
arg0(np)-v(v)-arg1(np)-arg2(pp)	buy.01	buy
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04	keep
arg0(np)-v(v)-arg1(np)-arg2(pp)	leave.15	leave
arg0(np)-v(v)-arg1(np)-arg2(pp)	hit.01	hit
arg0(np)-v(v)-arg2(rp)-arg1(np)	heave.01	heave
arg0(np)-v(v)-arg1(np)-arg2(pp)	share.01	share
arg0(np)-v(v)-arg1(np)-arg2(pp)	think.01	think
arg0(np)-v(v)-arg2(pp)-arg1(np)	provide.01	provide
arg0(np)-v(v)-arg2(np)-arg1(np)	send.01	send
arg0(np)-v(v)-arg1(np)-arg2(pp)	lose.02	lose
arg0(np)-v(v)-arg1(np)-arg2(pp)	fund.01	fund
arg0(np)-v(v)-arg2(np)-arg1(np)	provide.01	provide
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	leave.15	leave
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	supply.01	supply
arg0(np)-v(v)-arg1(np)-arg2(pp)	deliver.01	deliver
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	succeed.02	succeed
arg0(np)-v(v)-arg1(np)-arg2(pp)	forgive.01	forgive
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	scour.02	scour
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02	spend
arg0(np)-v(v)-arg2(pp)-arg1(np)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	create.01	create
arg0(np)-v(v)-arg1(np)-arg2(pp)	remove.01	remove
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	abandon.02	abandon
arg0(np)-v(v)-arg2(np)-arg1(np)	send.01	send
arg0(np)-v(v)-arg1(np)-arg2(pp)	leave.12	leave
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	splash.01	splash
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	order.01	order
arg0(np)-v(v)-arg1(np)-arg2(pp)	interpret.01	interpret
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	scold.01	scold
arg0(np)-v(v)-arg1(np)-arg2(pp)	buy.01	buy
arg0(np)-v(v)-arg1(np)-arg2(pp)	catch.02	catch
arg0(np)-v(v)-arg1(np)-arg2(pp)	cut.02	cut
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01	get
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	indict.01	indict
arg0(np)-v(v)-arg1(np)-arg2(pp)	arrest.01	arrest
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01	receive
arg0(np)-v(v)-arg1(np)-arg2(pp)	charge.05	charge
arg0(np)-v(v)-arg2(np)-arg1(np)	grant.01	grant
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	notify.01	notify
arg0(np)-v(v)-arg1(np)-arg2(pp)	involve.01	involve
arg0(np)-v(v)-arg1(np)-arg2(pp)	contribute.01	contribute
arg0(np)-v(v)-arg1(np)-arg2(pp)	finger.03	finger
arg0(np)-v(v)-arg1(np)-arg2(pp)	convey.01	convey
arg0(np)-arg1(np)-v(v)-arg2(pp)	indict.01	indict
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	do.02	do
arg1(np)-arg0(np)-v(v)-arg2(pp)	see.01	see
arg0(np)-v(v)-arg1(np)-arg2(pp)	attribute.01	attribute
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	elect.01	elect
arg0(np)-v(v)-arg1(np)-arg2(pp)	represent.01	represent
arg0(np)-arg2(rb)-v(v)-arg1(np)	increase.01	increase
arg0(np)-v(v)-arg1(np)-arg2(pp)	rationalize.01	rationalize
arg0(np)-v(v)-arg1(np)-arg2(pp)	educate.01	educate
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01	provide
arg0(np)-v(v)-arg1(np)-arg2(pp)	buy.01	buy
arg0(np)-v(v)-arg1(np)-arg2(pp)	ship.01	ship
arg0(np)-v(v)-arg1(np)-arg2(pp)	advise.01	advise
arg0(np)-v(v)-arg1(np)-arg2(pp)	split.01	split
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01	receive
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	replace.01	replace
arg0(np)-v(v)-arg1(np)-arg2(pp)	replace.01	replace
arg0(np)-v(v)-arg1(np)-arg2(pp)	reduce.01	reduce
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	include.01	include
arg0(np)-v(v)-arg1(np)-arg2(pp)	criticize.01	criticize
arg0(np)-v(v)-arg1(np)-arg2(pp)	compare.01	compare
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	phone.01	phone
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01	receive
arg0(np)-v(v)-arg1(np)-arg2(pp)	make.01	make
arg0(np)-v(v)-arg1(np)-arg2(pp)	discuss.01	discuss
arg0(np)-v(v)-arg1(np)-arg2(pp)	miss.02	miss
arg0(np)-v(v)-arg1(np)-arg2(pp)	miss.02	miss
arg0(np)-v(v)-arg2(rb)-arg1(np)	drag.01	drag
arg0(np)-v(v)-arg1(np)-arg2(pp)	deduct.01	deduct
arg0(np)-v(v)-arg1(np)-arg2(pp)	tell.01	tell
arg0(np)-v(v)-arg1(np)-arg2(pp)	deposit.01	deposit
arg0(np)-v(v)-arg1(np)-arg2(sbar)	satisfy.02	satisfy
arg0(np)-v(v)-arg1(np)-arg2(advp)	make.01	make
arg0(np)-v(v)-arg2(pp)-arg1(np)	exempt.01	exempt
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	limit.01	limit
arg0(np)-v(v)-arg1(np)-arg2(pp)	consign.01	consign
arg0(np)-v(v)-arg2(rb)-arg1(np)	beat.02	beat
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	prompt.02	prompt
arg0(np)-v(v)-arg1(np)-arg2(pp)	lump.01	lump
v(v)-arg1(np)-arg2(pp)-arg0(np)	keep.04	keep
arg0(np)-v(v)-arg2(rb)-arg1(np)	drive.02	drive
arg0(np)-v(v)-arg1(c("np", "qp"))-arg2(pp)	add.02	add
arg0(np)-v(v)-arg1(np)-arg2(pp)	set.01	set
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(jj)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(pp)	make.01	make
arg0(np)-v(v)-arg1(np)-arg2(advp)	propel.01	propel
arg1(np)-arg0(np)-v(v)-arg2(pp)	feel.01	feel
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04	keep
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay.01	pay
arg0(np)-v(v)-arg1(np)-arg2(pp)	inject.01	inject
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04	keep
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	prompt.02	prompt
arg1(np)-arg0(np)-v(v)-arg2(np)	owe.01	owe
arg0(np)-v(v)-arg1(np)-arg2(pp)	yield.03	yield
arg0(np)-v(v)-arg1(np)-arg2(pp)	cast.02	cast
arg0(np)-v(v)-arg1(np)-arg2(pp)	commit.01	commit
arg0(np)-v(v)-arg1(np)-arg2(pp)	earmark.01	earmark
arg0(np)-v(v)-arg1(np)-arg2(advp)	take.01	take
arg0(np)-v(v)-arg2(pp)-arg1(np)	buy.01	buy
arg0(np)-v(v)-arg1(np)-arg2(pp)	place.01	place
arg0(np)-v(v)-arg1(np)-arg2(pp)	describe.01	describe
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	delete.01	delete
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01	provide
arg0(np)-v(v)-arg1(np)-arg2(vp)	urge.01	urge
arg0(np)-v(v)-arg1(np)-arg2(pp)	push.01	push
arg0(np)-v(v)-arg1(np)-arg2(pp)	discourage.01	discourage
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg2(np)-arg1(np)	pay.01	pay
arg0(np)-arg2(rb)-v(v)-arg1(np)	reduce.01	reduce
arg0(np)-v(v)-arg2(rb)-arg1(np)	leave.12	leave
arg0(np)-v(v)-arg1(np)-arg2(pp)	portray.01	portray
arg0(np)-v(v)-arg1(np)-arg2(pp)	surrender.01	surrender
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(vp)	force.01	force
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	abandon.03	abandon
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	persuade.01	persuade
arg1(np)-arg0(np)-v(v)-arg2(pp)	cut.01	cut
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	urge.01	urge
arg0(np)-v(v)-arg1(np)-arg2(pp)	begin.01	begin
arg0(np)-v(v)-arg1(np)-arg2(pp)	persuade.01	persuade
arg0(np)-v(v)-arg1(np)-arg2(pp)	do.02	do
arg0(np)-v(v)-arg1(np)-arg2(pp)	assimilate.01	assimilate
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(pp)	spend.02	spend
arg0(np)-v(v)-arg2(pp)-arg1(np)	export.01	export
arg0(np)-v(v)-arg1(np)-arg2(pp)	move.01	move
arg0(np)-v(v)-arg1(np)-arg2(pp)	expunge.01	expunge
arg0(np)-v(v)-arg1(np)-arg2(pp)	prevent.01	prevent
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	push.02	push
arg1(np)-arg0(np)-v(v)-arg2(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01	receive
arg0(np)-v(v)-arg2(pp)-arg1(np)	withhold.01	withhold
arg0(np)-v(v)-arg2(np)-arg1(np)	fine.01	fine
arg0(np)-v(v)-arg1(np)-arg2(pp)	charge.05	charge
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(advp)	boost.01	boost
arg0(np)-v(v)-arg1(np)-arg2(pp)	segregate.01	segregate
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01	provide
arg0(np)-v(v)-arg1(np)-arg2(jjr)	drag.01	drag
arg0(np)-v(v)-arg1(np)-arg2(pp)	accept.01	accept
arg0(np)-v(v)-arg2(np)-arg1(np)	grant.01	grant
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay.01	pay
arg0(np)-v(v)-arg1(np)-arg2(pp)	acquire.01	acquire
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	do.02	do
arg0(np)-v(v)-arg1(np)-arg2(pp)	borrow.01	borrow
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	hail.02	hail
arg0(np)-v(v)-arg1(np)-arg2(pp)	embrace.01	embrace
arg0(np)-v(v)-arg2(np)-arg1(np)	hand.01	hand
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(pp)	apply.02	apply
arg0(np)-v(v)-arg2(np)-arg1(np)	earn.01	earn
arg2(pp)-arg0(np)-v(v)-arg1(np)	extract.01	extract
arg0(np)-v(v)-arg1(np)-arg2(pp)	pass.05	pass
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(vp)	invite.01	invite
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	offer.01	offer
arg0(np)-v(v)-arg1(np)-arg2(pp)	leave.12	leave
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01	use
